Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
JIVE,"Jive Software, Inc.",5,$379.45M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,NASDAQ
WYIG,JM Global Holding Company,n/a,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,NASDAQ
WYIGU,JM Global Holding Company,9.724,$63.81M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,NASDAQ
WYIGW,JM Global Holding Company,n/a,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,NASDAQ
JOEZ,Joe&#39;s Jeans Inc.,0.21,$14.69M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez,NASDAQ
JBSS,"John B. Sanfilippo & Son, Inc.",57,$635.21M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,NASDAQ
JOUT,Johnson Outdoors Inc.,24.09,$241.07M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,NASDAQ
JNP,"Juniper Pharmaceuticals, Inc.",12.19,$131.67M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,NASDAQ
JUNO,"Juno Therapeutics, Inc.",55.57,$5.59B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,NASDAQ
KTWO,"K2M Group Holdings, Inc.",20.24,$834.47M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,NASDAQ
KALU,Kaiser Aluminum Corporation,87.49,$1.55B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,NASDAQ
KBIO,"KaloBios Pharmaceuticals, Inc.",34.19,$141M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio,NASDAQ
KMDA,Kamada Ltd.,4.4,$160.11M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,NASDAQ
KNDI,"Kandi Technologies Group, Inc.",10.23,$480.45M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,NASDAQ
KCLI,Kansas City Life Insurance Company,50.1,$531.5M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli,NASDAQ
KPTI,Karyopharm Therapeutics Inc.,17.69,$632.1M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,NASDAQ
KBSF,KBS Fashion Group Limited,3.4,$86.42M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,NASDAQ
KCAP,"KCAP Financial, Inc.",4.62,$171.41M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,NASDAQ
KRNY,Kearny Financial,12.52,$1.17B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,NASDAQ
KELYA,"Kelly Services, Inc.",16.94,$643.41M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,NASDAQ
KELYB,"Kelly Services, Inc.",16.9642,$644.33M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,NASDAQ
KMPH,"KemPharm, Inc.",16.79,$242.6M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph,NASDAQ
KFFB,Kentucky First Federal Bancorp,9.79,$82.62M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,NASDAQ
KERX,"Keryx Biopharmaceuticals, Inc.",5.72,$601.7M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,NASDAQ
GMCR,"Keurig Green Mountain, Inc.",52.98,$7.89B,1993,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gmcr,NASDAQ
KEQU,Kewaunee Scientific Corporation,17.36,$46.5M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,NASDAQ
KTEC,"Key Technology, Inc.",10.98,$70.06M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,NASDAQ
KTCC,Key Tronic Corporation,7.96,$85.26M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,NASDAQ
KFRC,"Kforce, Inc.",27.11,$784.04M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,NASDAQ
KE,"Kimball Electronics, Inc.",11.4,$334.62M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke,NASDAQ
KBAL,"Kimball International, Inc.",12.26,$458.72M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal,NASDAQ
KIN,"Kindred Biosciences, Inc.",3.96,$78.45M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,NASDAQ
KNMD,"KineMed, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/knmd,NASDAQ
KGJI,Kingold Jewelry Inc.,0.6,$39.58M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,NASDAQ
KINS,"Kingstone Companies, Inc",9.82,$72.03M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,NASDAQ
KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.38,$6.15M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,NASDAQ
KIRK,"Kirkland&#39;s, Inc.",14.42,$249.36M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,NASDAQ
KITE,"Kite Pharma, Inc.",76.05,$3.36B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite,NASDAQ
KTOV,Kitov Pharamceuticals Holdings Ltd.,2.48,$3.78B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov,NASDAQ
KTOVW,Kitov Pharamceuticals Holdings Ltd.,0.4998,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw,NASDAQ
KLAC,KLA-Tencor Corporation,67.9,$10.59B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,NASDAQ
KLOX,Klox Technologies Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/klox,NASDAQ
KLXI,KLX Inc.,32.89,$1.74B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi,NASDAQ
KONA,"Kona Grill, Inc.",13.69,$154.4M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,NASDAQ
KZ,KongZhong Corporation,7,$329.36M,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz,NASDAQ
KOPN,Kopin Corporation,2.92,$194.09M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,NASDAQ
KRNT,Kornit Digital Ltd.,11.94,$355.42M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt,NASDAQ
KOSS,Koss Corporation,2.093,$15.45M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,NASDAQ
KWEB,KraneShares CSI China Internet ETF,39.11,$132.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,NASDAQ
KTOS,"Kratos Defense & Security Solutions, Inc.",4.57,$270.03M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,NASDAQ
KUTV,"Ku6 Media Co., Ltd.",0.71,$33.88M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv,NASDAQ
KLIC,"Kulicke and Soffa Industries, Inc.",11.71,$827.84M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,NASDAQ
KURA,"Kura Oncology, Inc.",8,$170.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura,NASDAQ
KVHI,"KVH Industries, Inc.",9.96,$160.51M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,NASDAQ
FSTR,L.B. Foster Company,12.44,$128.38M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,NASDAQ
LJPC,La Jolla Pharmaceutical Company,32.87,$599.6M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,NASDAQ
LSBK,"Lake Shore Bancorp, Inc.",13.35,$79.82M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,NASDAQ
LSBG,Lake Sunapee Bank Group,14.02,$117.21M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg,NASDAQ
LBAI,"Lakeland Bancorp, Inc.",12.01,$455.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,NASDAQ
LKFN,Lakeland Financial Corporation,48.64,$809.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,NASDAQ
LAKE,"Lakeland Industries, Inc.",14.32,$103.59M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,NASDAQ
LRCX,Lam Research Corporation,79.59,$12.61B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,NASDAQ
LAMR,Lamar Advertising Company,58.77,$6.54B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr,NASDAQ
LANC,Lancaster Colony Corporation,116.78,$3.2B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,NASDAQ
LNDC,Landec Corporation,12.91,$348.76M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc,NASDAQ
LARK,Landmark Bancorp Inc.,26.15,$91.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,NASDAQ
LMRK,Landmark Infrastructure Partners LP,14.82,$190.31M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk,NASDAQ
LE,"Lands&#39; End, Inc.",23.44,$749.87M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le,NASDAQ
LSTR,"Landstar System, Inc.",62.86,$2.71B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,NASDAQ
LNTH,"Lantheus Holdings, Inc.",3.83,$120.54M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth,NASDAQ
LTRX,"Lantronix, Inc.",1.19,$17.97M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,NASDAQ
LPSB,"LaPorte Bancorp, Inc.",14.7,$81.87M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/lpsb,NASDAQ
LSCC,Lattice Semiconductor Corporation,6.22,$733.37M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,NASDAQ
LAWS,"Lawson Products, Inc.",27.84,$243.55M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,NASDAQ
LAYN,Layne Christensen Company,6.59,$130.43M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,NASDAQ
LCNB,LCNB Corporation,16.5,$163.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,NASDAQ
LDRH,LDR Holding Corporation,27.26,$791.77M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ldrh,NASDAQ
LBIX,Leading Brands Inc,3.16,$9.07M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,NASDAQ
LGCY,Legacy Reserves LP,2.95,$205.03M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,NASDAQ
LGCYO,Legacy Reserves LP,10.12,$70.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,NASDAQ
LGCYP,Legacy Reserves LP,10.5101,$21.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,NASDAQ
LTXB,"LegacyTexas Financial Group, Inc.",30.43,$1.45B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,NASDAQ
LMAT,"LeMaitre Vascular, Inc.",15.63,$283.16M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,NASDAQ
TREE,"LendingTree, Inc.",105.99,$1.22B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,NASDAQ
LXRX,"Lexicon Pharmaceuticals, Inc.",13.56,$1.41B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,NASDAQ
LGIH,"LGI Homes, Inc.",35.54,$711.11M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,NASDAQ
LHCG,LHC Group,46.07,$827.89M,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,NASDAQ
LBRDA,Liberty Broadband Corporation,53.48,$5.52B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,NASDAQ
LBRDK,Liberty Broadband Corporation,53.51,$5.52B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,NASDAQ
LBTYA,Liberty Global plc,43.14,$37.12B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,NASDAQ
LBTYB,Liberty Global plc,41.796,$35.96B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,NASDAQ
LBTYK,Liberty Global plc,41.68,$35.86B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,NASDAQ
LILA,Liberty Global plc,38.99,$33.54B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,NASDAQ
LILAK,Liberty Global plc,40.45,$34.8B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,NASDAQ
LVNTA,Liberty Interactive Corporation,43.63,$27.87B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,NASDAQ
LVNTB,Liberty Interactive Corporation,43.83,$27.99B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,NASDAQ
QVCA,Liberty Interactive Corporation,26.76,$17.09B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,NASDAQ
QVCB,Liberty Interactive Corporation,26.4,$16.86B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,NASDAQ
LMCA,Liberty Media Corporation,40.83,$13.65B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca,NASDAQ
LMCB,Liberty Media Corporation,42.1,$14.07B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmcb,NASDAQ
LMCK,Liberty Media Corporation,39.43,$13.18B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck,NASDAQ
TAX,"Liberty Tax, Inc.",22.45,$286.87M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,NASDAQ
LTRPA,"Liberty TripAdvisor Holdings, Inc.",29.93,$2.24B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,NASDAQ
LTRPB,"Liberty TripAdvisor Holdings, Inc.",28.7899,$2.15B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,NASDAQ
LPNT,"LifePoint Health, Inc.",73.5,$3.2B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,NASDAQ
LCUT,"Lifetime Brands, Inc.",14.03,$196.78M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,NASDAQ
LFVN,Lifevantage Corporation,8.29,$116.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,NASDAQ
LWAY,"Lifeway Foods, Inc.",11.47,$187.01M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,NASDAQ
LGND,Ligand Pharmaceuticals Incorporated,108.51,$2.16B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,NASDAQ
LTBR,Lightbridge Corporation,0.93,$17.32M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,NASDAQ
LPTH,"LightPath Technologies, Inc.",1.75,$26.67M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,NASDAQ
LLEX,"Lilis Energy, Inc.",0.09,$2.48M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,NASDAQ
LIME,Lime Energy Co.,3.0101,$28.79M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lime,NASDAQ
LLNW,"Limelight Networks, Inc.",1.66,$167.67M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,NASDAQ
LMNR,Limoneira Co,16.97,$239.77M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,NASDAQ
LINC,Lincoln Educational Services Corporation,2.22,$52.99M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,NASDAQ
LECO,"Lincoln Electric Holdings, Inc.",56.39,$4.09B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,NASDAQ
LIND,Lindblad Expeditions Holdings Inc.,11.03,$498.83M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,NASDAQ
LINDW,Lindblad Expeditions Holdings Inc.,2.8,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw,NASDAQ
LLTC,Linear Technology Corporation,45.9,$10.98B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc,NASDAQ
LNCO,"Linn Co, LLC",1.68,$215.95M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lnco,NASDAQ
LINE,"Linn Energy, LLC",1.99,$706.53M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/line,NASDAQ
LBIO,"Lion Biotechnologies, Inc.",7.34,$351.1M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio,NASDAQ
LIOX,"Lionbridge Technologies, Inc.",5.41,$349M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox,NASDAQ
LPCN,Lipocine Inc.,13.89,$253.54M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,NASDAQ
LQDT,"Liquidity Services, Inc.",6.99,$213.55M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,NASDAQ
LFUS,"Littelfuse, Inc.",109.68,$2.45B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,NASDAQ
LIVN,LivaNova PLC,59.22,$2.89B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,NASDAQ
LOB,"Live Oak Bancshares, Inc.",15.21,$519.74M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,NASDAQ
LIVE,Live Ventures Incorporated,1.5,$25.35M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live,NASDAQ
LPSN,"LivePerson, Inc.",7.86,$450.45M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,NASDAQ
LKQ,LKQ Corporation,29.7,$9.07B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,NASDAQ
LMFAU,"LM Funding America, Inc.",9.46,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfau,NASDAQ
LMIA,"LMI Aerospace, Inc.",10.11,$134.03M,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia,NASDAQ
LOGI,Logitech International S.A.,15.03,$2.44B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,NASDAQ
LOGM,"LogMein, Inc.",71.62,$1.79B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,NASDAQ
LOJN,LoJack Corporation,3.59,$69.26M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn,NASDAQ
EVAR,"Lombard Medical, Inc.",1.45,$23.47M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,30.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,NASDAQ
LORL,"Loral Space and Communications, Inc.",43.6,$1.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,NASDAQ
LOXO,"Loxo Oncology, Inc.",30.91,$515.81M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,NASDAQ
LPTN,"Lpath, Inc.",0.2774,$8.99M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn,NASDAQ
LPLA,LPL Financial Holdings Inc.,46.75,$4.44B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,NASDAQ
LRAD,LRAD Corporation,1.56,$51.67M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,NASDAQ
LYTS,LSI Industries Inc.,11.68,$286.89M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,NASDAQ
LULU,lululemon athletica inc.,49.05,$6.41B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,NASDAQ
LITE,Lumentum Holdings Inc.,20,$1.18B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,NASDAQ
LMNX,Luminex Corporation,21.92,$943.91M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,NASDAQ
LMOS,Lumos Networks Corp.,11.66,$267.83M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos,NASDAQ
LUNA,Luna Innovations Incorporated,1.05,$29.03M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,NASDAQ
MBTF,M B T Financial Corp,6.57,$149.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,NASDAQ
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",36.73,$1.95B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,NASDAQ
MCBC,Macatawa Bank Corporation,5.95,$201.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,NASDAQ
MFNC,Mackinac Financial Corporation,11.76,$73.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,NASDAQ
MCUR,MACROCURE LTD.,1.93,$32.25M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur,NASDAQ
MGNX,"MacroGenics, Inc.",34.38,$1.18B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,NASDAQ
MAGS,Magal Security Systems Ltd.,4.58,$75.02M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,NASDAQ
MGLN,"Magellan Health, Inc.",53.75,$1.37B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,NASDAQ
MPET,Magellan Petroleum Corporation,0.53,$3.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet,NASDAQ
MGIC,Magic Software Enterprises Ltd.,5.43,$239.87M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,NASDAQ
CALL,magicJack VocalTec Ltd,9.33,$146.96M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,NASDAQ
MNGA,MagneGas Corporation,1.55,$63.88M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,NASDAQ
MGYR,"Magyar Bancorp, Inc.",9.789,$56.97M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,NASDAQ
MHLD,"Maiden Holdings, Ltd.",15.7,$1.16B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,NASDAQ
MHLDO,"Maiden Holdings, Ltd.",53.91,$177.9M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo,NASDAQ
MSFG,"MainSource Financial Group, Inc.",23.34,$503.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,NASDAQ
COOL,Majesco Entertainment Company,1.15,$11.12M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool,NASDAQ
MMYT,MakeMyTrip Limited,18.04,$757.44M,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,NASDAQ
MBUU,"Malibu Boats, Inc.",15.52,$277.53M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,NASDAQ
MLVF,"Malvern Bancorp, Inc.",16.414,$107.65M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,NASDAQ
MAMS,"MAM Software Group, Inc.",7.34,$105.95M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,NASDAQ
MANH,"Manhattan Associates, Inc.",76.53,$5.59B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",4.21,$30.44M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,NASDAQ
MNTX,"Manitex International, Inc.",6.16,$98.65M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,NASDAQ
MTEX,"Mannatech, Incorporated",21.4,$57.38M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,NASDAQ
MNKD,MannKind Corporation,2.13,$872.21M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,NASDAQ
MANT,ManTech International Corporation,33.6,$1.26B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,NASDAQ
MAPI,Mapi - Pharma Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi,NASDAQ
MARA,"Marathon Patent Group, Inc.",1.83,$27.21M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,NASDAQ
MCHX,"Marchex, Inc.",4.36,$183.4M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,NASDAQ
MARPS,Marine Petroleum Trust,5.84,$11.68M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,NASDAQ
MRNS,"Marinus Pharmaceuticals, Inc.",7.05,$101.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,NASDAQ
MKTX,"MarketAxess Holdings, Inc.",106.7,$3.98B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,NASDAQ
MKTO,"Marketo, Inc.",29.09,$1.26B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto,NASDAQ
MRKT,Markit Ltd.,29.9,$6.12B,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt,NASDAQ
MRLN,Marlin Business Services Corp.,17.56,$218.47M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,NASDAQ
