Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
CBNK,"Chicopee Bancorp, Inc.",17.36,$90.46M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cbnk,NASDAQ
PLCE,"Children&#39;s Place, Inc. (The)",48.95,$994.35M,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce,NASDAQ
CMRX,"Chimerix, Inc.",37.96,$1.75B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx,NASDAQ
CADC,"China Advanced Construction Materials Group, Inc.",2,$4.36M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cadc,NASDAQ
CALI,China Auto Logistics Inc.,1.83,$7.38M,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/cali,NASDAQ
CAAS,"China Automotive Systems, Inc.",6.15,$197.54M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/caas,NASDAQ
CBAK,"China BAK Battery, Inc.",3.21,$40.51M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak,NASDAQ
CBPO,"China Biologic Products, Inc.",120.51,$3.2B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo,NASDAQ
CCCL,"China Ceramics Co., Ltd.",1.09,$22.27M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cccl,NASDAQ
CCCR,"China Commercial Credit, Inc.",0.5623,$6.97M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/cccr,NASDAQ
JRJC,China Finance Online Co. Limited,4.46,$100.28M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jrjc,NASDAQ
HGSH,"China HGS Real Estate, Inc.",2.34,$105.42M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/hgsh,NASDAQ
CHLN,"China Housing & Land Development, Inc.",4.37,$30.67M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/chln,NASDAQ
CNIT,"China Information Technology, Inc.",1.46,$49M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit,NASDAQ
CJJD,"China Jo-Jo Drugstores, Inc.",2.08,$35.05M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cjjd,NASDAQ
HTHT,"China Lodging Group, Limited",29.83,$1.87B,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht,NASDAQ
CHNR,"China Natural Resources, Inc.",1.85,$46.09M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr,NASDAQ
CREG,China Recycling Energy Corporation,0.41,$34.06M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg,NASDAQ
CRDI,China Resources Development Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdi,NASDAQ
CSUN,"China Sunergy Co., Ltd.",1.13,$15.11M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun,NASDAQ
CNTF,China TechFaith Wireless Communication Technology Limited,0.7701,$40.76M,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf,NASDAQ
CXDC,China XD Plastics Company Limited,4.3,$212.09M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc,NASDAQ
CNYD,"China Yida Holding, Co.",2.63,$10.3M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd,NASDAQ
CCIH,ChinaCache International Holdings Ltd.,7.34,$197.6M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih,NASDAQ
CNET,"ChinaNet Online Holdings, Inc.",0.9409,$27.83M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnet,NASDAQ
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,19.54,$556.95M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos,NASDAQ
CHSCL,CHS Inc,27.75,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscl,NASDAQ
CHSCM,CHS Inc,27.21,$516.99M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm,NASDAQ
CHSCN,CHS Inc,27.88,$468.38M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn,NASDAQ
CHSCO,CHS Inc,28.98,$328.03M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco,NASDAQ
CHSCP,CHS Inc,31.03,$224.42M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp,NASDAQ
CHDN,"Churchill Downs, Incorporated",147.49,$2.59B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,NASDAQ
CHUY,"Chuy&#39;s Holdings, Inc.",33.6,$553.68M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy,NASDAQ
CDTX,"Cidara Therapeutics, Inc.",15.5,$212.65M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cdtx,NASDAQ
CIFC,CIFC Corp.,6.73,$170.43M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc,NASDAQ
CMCT,CIM Commercial Trust Corporation,18.2,$1.78B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct,NASDAQ
CMPR,Cimpress N.V,92.83,$2.92B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr,NASDAQ
CINF,Cincinnati Financial Corporation,61.47,$10.07B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,NASDAQ
CIDM,Cinedigm Corp,0.3899,$29.28M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/cidm,NASDAQ
CTAS,Cintas Corporation,93.14,$10.06B,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,NASDAQ
CPHR,Cipher Pharmaceuticals Inc.,4.39,$114.02M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphr,NASDAQ
CRUS,"Cirrus Logic, Inc.",32.99,$2.1B,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,NASDAQ
CSCO,"Cisco Systems, Inc.",27.57,$139.95B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,NASDAQ
CTRN,"Citi Trends, Inc.",20.1,$312.6M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn,NASDAQ
CZNC,Citizens & Northern Corp,21.04,$256.25M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc,NASDAQ
CZWI,"Citizens Community Bancorp, Inc.",9.35,$48.92M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi,NASDAQ
CZFC,Citizens First Corporation,13.9,$27.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc,NASDAQ
CIZN,Citizens Holding Company,21.68,$105.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn,NASDAQ
CTXS,"Citrix Systems, Inc.",77.83,$11.97B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,NASDAQ
CHCO,City Holding Company,49.67,$760M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,NASDAQ
CIVB,"Civista Bancshares, Inc. ",10.77,$84.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb,NASDAQ
CIVBP,"Civista Bancshares, Inc. ",36.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp,NASDAQ
CDTI,"Clean Diesel Technologies, Inc.",1.33,$22.38M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti,NASDAQ
CLNE,Clean Energy Fuels Corp.,4.7,$425.69M,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne,NASDAQ
CLNT,"Cleantech Solutions International, Inc.",1.98,$7.81M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt,NASDAQ
CLFD,"Clearfield, Inc.",13.48,$184.71M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd,NASDAQ
CLRO,"ClearOne, Inc.",13.05,$119.25M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro,NASDAQ
CLIR,ClearSign Combustion Corporation,5.07,$65.2M,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir,NASDAQ
CBLI,"Cleveland BioLabs, Inc.",4.12,$44.21M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli,NASDAQ
CSBK,Clifton Bancorp Inc.,14.85,$381.53M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,NASDAQ
CLVS,"Clovis Oncology, Inc.",32.05,$1.23B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,NASDAQ
CMFN,CM Finance Inc,11.18,$152.85M,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn,NASDAQ
CME,CME Group Inc.,97.85,$33.1B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,NASDAQ
CCNE,CNB Financial Corporation,18.75,$270.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,NASDAQ
CISG,CNinsure Inc.,9.16,$526.96M,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg,NASDAQ
CNV,Cnova N.V.,2.87,$1.27B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnv,NASDAQ
CWAY,"Coastway Bancorp, Inc.",11.91,$57.86M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway,NASDAQ
COBZ,CoBiz Financial Inc.,13.82,$567.61M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,NASDAQ
COKE,Coca-Cola Bottling Co. Consolidated,193.65,$1.8B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,NASDAQ
CDRB,Code Rebel Corporation,3.35,$44.74M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdrb,NASDAQ
CDXS,"Codexis, Inc.",3.89,$156.79M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs,NASDAQ
CVLY,"Codorus Valley Bancorp, Inc",21.04,$124.01M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,NASDAQ
JVA,"Coffee Holding Co., Inc.",4.18,$25.98M,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva,NASDAQ
CCOI,"Cogent Communications Holdings, Inc.",33.59,$1.52B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi,NASDAQ
CGNT,"Cogentix Medical, Inc.",1.46,$38.05M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt,NASDAQ
CGNX,Cognex Corporation,36.42,$3.09B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,NASDAQ
CTSH,Cognizant Technology Solutions Corporation,65.2,$39.65B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,NASDAQ
COHR,"Coherent, Inc.",68.1,$1.69B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,NASDAQ
CHRS,"Coherus BioSciences, Inc.",29.83,$1.16B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,NASDAQ
COHU,"Cohu, Inc.",13.2,$344.89M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,NASDAQ
CLCT,"Collectors Universe, Inc.",16.45,$146.11M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,NASDAQ
COLL,"Collegium Pharmaceutical, Inc.",20.74,$429.09M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll,NASDAQ
CIGI,Colliers International Group Inc. ,45.48,$1.67B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,NASDAQ
CBAN,"Colony Bankcorp, Inc.",9.42,$79.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban,NASDAQ
CLCD,"CoLucid Pharmaceuticals, Inc.",5.59,$84.71M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clcd,NASDAQ
COLB,"Columbia Banking System, Inc.",35.56,$2.05B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,NASDAQ
COLM,Columbia Sportswear Company,48.1,$3.38B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,NASDAQ
CMCO,Columbus McKinnon Corporation,20.78,$417.71M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,NASDAQ
CBMX,CombiMatrix Corporation,0.8498,$10.78M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx,NASDAQ
CMCSA,Comcast Corporation,61.75,$152.9B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,NASDAQ
CMCSK,Comcast Corporation,61.81,$153.05B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsk,NASDAQ
CBSH,"Commerce Bancshares, Inc.",46.13,$4.5B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh,NASDAQ
CBSHP,"Commerce Bancshares, Inc.",26.9,$2.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp,NASDAQ
CUBN,"Commerce Union Bancshares, Inc.",13.83,$98.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn,NASDAQ
CVGI,"Commercial Vehicle Group, Inc.",3.36,$100.79M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi,NASDAQ
COMM,"CommScope Holding Company, Inc.",28.53,$5.44B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,NASDAQ
CSAL,"Communications Sales & Leasing,Inc.",19.62,$2.95B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csal,NASDAQ
JCS,"Communications Systems, Inc.",8.0976,$70.89M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs,NASDAQ
ESXB,Community Bankers Trust Corporation.,5.41,$118.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb,NASDAQ
CCFI,Community Choice Financial Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccfi,NASDAQ
CYHHZ,"Community Health Systems, Inc.",0.009,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz,NASDAQ
CTBI,"Community Trust Bancorp, Inc.",36.63,$641.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,NASDAQ
CWBC,Community West Bancshares,7.07,$57.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc,NASDAQ
COB,CommunityOne Bancorp,14.1,$342.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob,NASDAQ
CVLT,"CommVault Systems, Inc.",41.31,$1.87B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,NASDAQ
CGEN,Compugen Ltd.,7.71,$389.05M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen,NASDAQ
CPSI,"Computer Programs and Systems, Inc.",48.68,$550.21M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi,NASDAQ
CTG,"Computer Task Group, Incorporated",6.85,$129.97M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg,NASDAQ
SCOR,"comScore, Inc.",43.52,$1.7B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor,NASDAQ
CHCI,"Comstock Holding Companies, Inc.",1.77,$5.97M,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci,NASDAQ
CMTL,Comtech Telecommunications Corp.,21.98,$354.66M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl,NASDAQ
CNAT,Conatus Pharmaceuticals Inc.,3.21,$63.78M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat,NASDAQ
CNCE,"Concert Pharmaceuticals, Inc.",22.73,$501.96M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce,NASDAQ
CXRX,Concordia Healthcare Corp.,39.57,$2.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxrx,NASDAQ
CCUR,Concurrent Computer Corporation,4.83,$44.47M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur,NASDAQ
CDOR,"Condor Hospitality Trust, Inc.",1.546,$7.63M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor,NASDAQ
CDORO,"Condor Hospitality Trust, Inc.",19.95,$6.63M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdoro,NASDAQ
CDORP,"Condor Hospitality Trust, Inc.",8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdorp,NASDAQ
CFMS,"ConforMIS, Inc.",21.9,$891.6M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms,NASDAQ
CONG,congatec Holding AG,54.51,$1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cong,NASDAQ
CNFR,"Conifer Holdings, Inc.",9.68,$74M,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr,NASDAQ
CNMD,CONMED Corporation,42.29,$1.17B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd,NASDAQ
CTWS,"Connecticut Water Service, Inc.",35.77,$399.95M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws,NASDAQ
CNOB,"ConnectOne Bancorp, Inc.",19.3,$580.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob,NASDAQ
CNXR,"Connecture, Inc.",3.65,$80.01M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr,NASDAQ
CONN,"Conn&#39;s, Inc.",25.08,$915.82M,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn,NASDAQ
CNSL,"Consolidated Communications Holdings, Inc.",21.89,$1.11B,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl,NASDAQ
CWCO,Consolidated Water Co. Ltd.,11.65,$171.85M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco,NASDAQ
CTCT,"Constant Contact, Inc.",31.35,$1B,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct,NASDAQ
CPSS,"Consumer Portfolio Services, Inc.",4.63,$120.08M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss,NASDAQ
CFRX,ContraFect Corporation,3.91,$107.46M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx,NASDAQ
CFRXW,ContraFect Corporation,1.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxw,NASDAQ
CTRV,ContraVir Pharmaceuticals Inc,2.42,$66.05M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv,NASDAQ
CTRL,Control4 Corporation,7.11,$170.57M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl,NASDAQ
CPRT,"Copart, Inc.",39.36,$4.73B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,NASDAQ
COYN,"COPsync, Inc.",2.58,$10.86M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn,NASDAQ
COYNW,"COPsync, Inc.",0.74,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw,NASDAQ
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",1.79,$67.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp,NASDAQ
CORT,Corcept Therapeutics Incorporated,5.34,$580.86M,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,NASDAQ
BVA,Cordia Bancorp Inc.,3.9,$25.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva,NASDAQ
CORE,"Core-Mark Holding Company, Inc.",85.39,$1.97B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,NASDAQ
CORI,"Corium International, Inc.",9.28,$168.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori,NASDAQ
CSOD,"Cornerstone OnDemand, Inc.",35.63,$1.94B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,NASDAQ
CRVL,CorVel Corp.,39.02,$768.29M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,NASDAQ
COSI,"Cosi, Inc.",0.4699,$22.57M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi,NASDAQ
CSGP,"CoStar Group, Inc.",209.42,$6.8B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,NASDAQ
COST,Costco Wholesale Corporation,161.29,$70.55B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,NASDAQ
CPAH,CounterPath Corporation,3.2,$14.67M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah,NASDAQ
ICBK,"County Bancorp, Inc.",20.25,$116.47M,2015,n/a,n/a,http://www.nasdaq.com/symbol/icbk,NASDAQ
CVTI,"Covenant Transportation Group, Inc.",21.4,$386.41M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,NASDAQ
COVS,Covisint Corporation,2.56,$101.49M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs,NASDAQ
COWN,"Cowen Group, Inc.",4.73,$506.58M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,NASDAQ
COWNL,"Cowen Group, Inc.",26.9742,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl,NASDAQ
PMTS,CPI Card Group Inc.,9.54,$538.78M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts,NASDAQ
CPSH,CPS Technologies Corp.,2.3,$30.36M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,NASDAQ
CRAI,"CRA International,Inc.",23.15,$207.62M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,NASDAQ
CBRL,"Cracker Barrel Old Country Store, Inc.",124.27,$2.97B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,NASDAQ
BREW,"Craft Brew Alliance, Inc.",9.6,$184.05M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew,NASDAQ
CRAY,Cray Inc,35.28,$1.43B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,NASDAQ
CACC,Credit Acceptance Corporation,214.71,$4.42B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,NASDAQ
GLDI,Credit Suisse AG,10.39,$140.53M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi,NASDAQ
SLVO,Credit Suisse Ag,9.4532,$8.04M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo,NASDAQ
CREE,"Cree, Inc.",27.83,$2.87B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,NASDAQ
CRESY,Cresud S.A.C.I.F. y A.,11.12,$557.83M,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,NASDAQ
CRTO,Criteo S.A.,40.93,$2.82B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,NASDAQ
CROX,"Crocs, Inc.",11.17,$822.77M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,NASDAQ
CCRN,"Cross Country Healthcare, Inc.",17.38,$566.14M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,NASDAQ
CRDS,"Crossroads Systems, Inc.",1.1301,$26.53M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds,NASDAQ
CRWS,"Crown Crafts, Inc.",8.56,$85.57M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws,NASDAQ
CRWN,"Crown Media Holdings, Inc.",5.71,$2.05B,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn,NASDAQ
CYRX,"CryoPort, Inc.",2.48,$17.92M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrx,NASDAQ
CYRXW,"CryoPort, Inc.",0.6999,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrxw,NASDAQ
CSGS,"CSG Systems International, Inc.",35.75,$1.17B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,NASDAQ
CCLP,CSI Compressco LP,14,$464.61M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp,NASDAQ
CSPI,CSP Inc.,5.79,$21.27M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi,NASDAQ
CSWI,"CSW Industrials, Inc.",36.59,$570.19M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi,NASDAQ
CTCM,"CTC Media, Inc.",1.81,$282.55M,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm,NASDAQ
CTIC,CTI BioPharma Corp.,1.21,$280.39M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,NASDAQ
CTIB,CTI Industries Corporation,4.5301,$14.95M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib,NASDAQ
CTRP,"Ctrip.com International, Ltd.",108.85,$30.61B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,NASDAQ
CUNB,CU Bancorp (CA),26.99,$459.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb,NASDAQ
CUI,"CUI Global, Inc.",7,$145.64M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,5.61,$92.3M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix,NASDAQ
CMLS,Cumulus Media Inc.,0.3449,$80.64M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls,NASDAQ
CRIS,"Curis, Inc.",2.77,$355.65M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris,NASDAQ
CUTR,"Cutera, Inc.",14.48,$187.21M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,NASDAQ
